1	DGalpa1-OH
83	DGalpNAca1-3[LFucpa1-2]DGalpb1-4[LFucpa1-3]DGlcpNAcb1-OH
85	DGalpNAca1-3[LFucpa1-2]DGalpb1-4DGlcpNAcb1-OH
86	DGalpNAca1-3[LFucpa1-2]DGalpb1-4DGlcpNAcb1-OH
87	DGalpNAca1-3[LFucpa1-2]DGalpb1-4DGlcpb1-OH
89	DGalpNAca1-3[LFucpa1-2]DGalpb1-OH
90	DGalpNAca1-3[LFucpa1-2]DGalpb1-OH
91	DGalpNAca1-3DGalpNAcb1-OH
92	DGalpNAca1-3DGalpb1-OH
93	DGalpNAca1-4[LFucpa1-2]DGalpb1-4DGlcpNAcb1-OH
95	DGalpNAcb1-3[LFucpa1-2]DGalpb1-OH
96	DGalpNAcb1-3DGalpa1-4DGalpb1-4DGlcpNAcb1-OH
97	DGalpNAcb1-4[LFucpa1-3]DGlcpNAcb1-OH
98	DGalpNAcb1-4DGlcpNAcb1-OH
99	DGalpNAcb1-4DGlcpNAcb1-OH
100	DGalpa1-2DGalpb1-OH
101	DGalpa1-3[LFucpa1-2]DGalpb1-3DGlcpNAcb1-OH
102	DGalpa1-3[LFucpa1-2]DGalpb1-3DGlcpNAcb1-OH
103	DGalpa1-3[LFucpa1-2]DGalpb1-4[LFucpa1-3]DGlcpNAcb1-OH
104	DGalpa1-3[LFucpa1-2]DGalpb1-4[LFucpa1-3]DGlcpNAcb1-OH
106	DGalpa1-3[LFucpa1-2]DGalpb1-4DGlcpb1-OH
107	DGalpa1-3[LFucpa1-2]DGalpb1-OH
108	DGalpa1-3[LFucpa1-2]DGalpb1-OH
109	DGalpa1-3[DGalpa1-4]DGalpb1-4DGlcpNAcb1-OH
112	DGalpa1-3DGalpNAcb1-OH
113	DGalpa1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-OH
114	DGalpa1-3DGalpb1-3DGlcpNAcb1-OH
115	DGalpa1-3DGalpb1-4DGlcpNAcb1-OH
116	DGalpa1-3DGalpb1-4DGlcpb1-OH
117	DGalpa1-3DGalpb1-OH
118	DGalpa1-4[LFucpa1-2]DGalpb1-4DGlcpNAcb1-OH
119	DGalpa1-4DGalpb1-4DGlcpNAcb1-OH
120	DGalpa1-4DGalpb1-4DGlcpNAcb1-OH
121	DGalpa1-4DGalpb1-4DGlcpb1-OH
122	DGalpa1-4DGlcpNAcb1-OH
123	DGalpa1-6DGlcpb1-OH
124	DGalpb1-2DGalpb1-OH
125	DGalpb1-3[LFucpa1-4]DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-OH
126	DGalpb1-3[LFucpa1-4]DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-OH
127	DGalpb1-3[LFucpa1-4]DGlcpNAcb1-OH
128	DGalpb1-3[LFucpa1-4]DGlcpNAcb1-OH
136	DGalpb1-3[DNeup5Aca2-6]DGlcpNAcb1-4DGalpb1-4DGlcpb1-OH
140	DGalpb1-3DGalpNAcb1-OH
141	DGalpb1-3DGalpNAcb1-3DGalpa1-4DGalpb1-4DGlcpb1-OH
142	DGalpb1-3DGalpNAcb1-4[DNeup5Aca2-3]DGalpb1-4DGlcpb1-OH
143	DGalpb1-3DGalpNAcb1-4DGalpb1-4DGlcpb1-OH
144	DGalpb1-3DGalpb1-OH
145	DGalpb1-3DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-OH
146	DGalpb1-3DGlcpNAcb1-3DGalpb1-4DGlcpb1-OH
147	DGalpb1-3DGlcpNAcb1-OH
148	DGalpb1-3DGlcpNAcb1-OH
149	DGalpb1-4[LFucpa1-3]DGlcpNAcb1-OH
150	DGalpb1-4[LFucpa1-3]DGlcpNAcb1-OH
151	DGalpb1-4[LFucpa1-3]DGlcpNAcb1-4DGalpb1-4[LFucpa1-3]DGlcpNAcb1-OH
152	DGalpb1-4[LFucpa1-3]DGlcpNAcb1-4DGalpb1-4[LFucpa1-3]DGlcpNAcb1-4DGalpb1-4[LFucpa1-3]DGlcpNAcb1-OH
153	DGalpb1-4DGlcp[6S]b1-OH
154	DGalpb1-4DGlcp[6S]b1-OH
155	DGalpb1-4DGalpNAca1-3[LFucpa1-2]DGalpb1-4DGlcpNAcb1-OH
156	DGalpb1-4DGalpNAcb1-3[LFucpa1-2]DGalpb1-4DGlcpNAcb1-OH
159	DGalpb1-4DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-3DGalpb1-4[LFucpa1-3]DGlcpNAcb1-OH
160	DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-OH
161	DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-OH
162	DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpb1-OH
163	DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpb1-OH
167	DGalpb1-4DGlcpNAcb1-OH
168	DGalpb1-4DGlcpNAcb1-OH
169	DGalpb1-4DGlcpb1-OH
170	DGalpb1-4DGlcpb1-OH
171	DGlcpNAca1-3DGalpb1-4DGlcpNAcb1-OH
172	DGlcpNAca1-6DGalpb1-4DGlcpNAcb1-OH
175	DGlcpNAcb1-3[DGlcpNAcb1-6]DGalpb1-4DGlcpNAcb1-OH
178	DGlcpNAcb1-3DGalpb1-OH
179	DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-OH
180	DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-OH
181	DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-3DGalpb1-4DGlcpNAcb1-OH
182	DGlcpNAcb1-3DGalpb1-4DGlcpb1-OH
