288	DGalpa1-3[LFucpa1-2]DGalpb1-OH
292	DGalpb1-3DGalpb1-4DGlcpNAcb1-OH
293	DGalpb1-4DGlcpNAcb1-2DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
296	DGalpb1-4DGlcpNAca1-6DGalpb1-4DGlcpNAcb1-OH
297	DGalpb1-4DGlcpNAcb1-6DGalpb1-4DGlcpNAcb1-OH
299	DGalpNAca1-3[LFucpa1-2]DGalpb1-OH
300	DGalpNAcb1-3DGalpb1-OH
301	DGlcpAb1-3DGlcpNAcb1-OH
302	DGlcpNAcb1-2DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
303	DGlcpNAcb1-2DManpa1-3[DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
305	DGlcpNAcb1-4DGlcpNAcb1-OH
306	DGlcpNAcb1-4DGlcpNAcb1-OH
308	DManpa1-3[DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
309	DManpa1-6DManpb1-OH
310	DManpa1-6[DManpa1-3]DManpa1-6[DManpa1-3]DManpb1-OH
316	DNeup5Aca2-3DGalpb1-4DGlcpNAcb1-2DManpa1-3[DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
317	DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGalpb1-4DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
318	DNeup5Aca2-6DGalpb1-4DGlcpNAcb1-2DManpa1-3[DGlcpNAcb1-2DManpa1-6]DManpb1-4DGlcpNAcb1-4DGlcpNAcb1-OH
